dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1629903600,2021-08-25 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.29,10000,22.29,31.24,27.14,30.67,1010,,,70,4.02,270,5.36,,,,,20,801,Clouds,few clouds,02d
1629907200,2021-08-25 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.78,10000,22.04,30.37,26.32,29,1010,,,71,3.13,187,3.58,,,,,20,801,Clouds,few clouds,02d
1629910800,2021-08-25 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.03,10000,21.55,29.08,25.76,27.69,1010,,,72,3.58,146,4.02,,,,,20,801,Clouds,few clouds,02d
1629914400,2021-08-25 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.32,10000,20.87,26.32,25.21,27.06,1010,,,72,2.68,153,3.58,,,,,20,801,Clouds,few clouds,02n
1629918000,2021-08-25 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.7,10000,20.5,26.23,24.56,26.5,1011,,,73,2.24,148,2.68,,,,,20,801,Clouds,few clouds,02n
1629921600,2021-08-25 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.5,10000,20.31,26.01,23.45,26.43,1011,,,73,0.45,308,0.89,,,,,20,801,Clouds,few clouds,02n
1629925200,2021-08-25 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.27,10000,20.3,25.78,23.64,26.02,1011,,,74,1.79,3,1.79,,,,,20,801,Clouds,few clouds,02n
1629928800,2021-08-25 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.89,10000,20.16,25.39,23.64,26.02,1011,,,75,0.89,345,0.89,,,,,20,801,Clouds,few clouds,02n
1629932400,2021-08-25 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.37,10000,19.87,24.85,22.64,25.47,1011,,,76,0.89,337,0.89,,,,,0,800,Clear,sky is clear,01n
1629936000,2021-08-26 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.68,10000,18.99,24.06,21.64,24.91,1011,,,75,0.89,18,1.34,,,,,0,800,Clear,sky is clear,01n
1629939600,2021-08-26 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.53,10000,19.27,23.95,21.22,24.91,1011,,,77,0.89,202,0.89,,,,,0,800,Clear,sky is clear,01n
1629943200,2021-08-26 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.28,,18.81,23.65,20.37,24.36,1011,,,76,0.89,180,2.24,,,,,15,801,Clouds,few clouds,02n
1629946800,2021-08-26 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.53,10000,17.67,22.77,19.25,24.35,1011,,,74,0.45,90,0.89,,,,,0,800,Clear,sky is clear,01n
1629950400,2021-08-26 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.46,,18.02,22.75,19.65,24.16,1011,,,76,0.89,112,0.89,,,,,17,801,Clouds,few clouds,02d
1629954000,2021-08-26 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.24,10000,18.13,23.53,21.43,24.91,1011,,,73,0.89,298,2.24,,,,,0,800,Clear,sky is clear,01d
1629957600,2021-08-26 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.24,10000,18.91,25.6,22.43,26.37,1011,,,68,0.89,122,1.34,,,,,0,800,Clear,sky is clear,01d
1629961200,2021-08-26 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.33,10000,19.41,28.68,24.09,30.11,1011,,,62,0.45,270,1.34,,,,,20,801,Clouds,few clouds,02d
1629964800,2021-08-26 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.96,10000,19.21,29.28,25.21,31.22,1011,,,59,1.79,152,1.79,,,,,20,801,Clouds,few clouds,02d
1629968400,2021-08-26 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.51,10000,19.52,31.09,27.64,32.33,1011,,,55,1.34,187,1.79,,,,,20,801,Clouds,few clouds,02d
1629972000,2021-08-26 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.9,10000,20.17,31.9,27.43,31.43,1010,,,56,2.68,109,3.58,,,,,20,801,Clouds,few clouds,02d
1629975600,2021-08-26 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.36,10000,20.89,32.9,27.98,32.89,1010,,,57,2.68,222,4.02,,,,,20,801,Clouds,few clouds,02d
1629979200,2021-08-26 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.48,10000,21,33.12,28.54,33.45,1010,,,57,2.24,207,2.24,,,,,20,801,Clouds,few clouds,02d
1629982800,2021-08-26 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.49,10000,21.29,33.35,28.54,32.89,1009,,,58,2.68,289,3.13,,,,,20,801,Clouds,few clouds,02d
1629986400,2021-08-26 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.79,10000,21.05,31.13,27.12,29.7,1009,,,63,1.79,192,2.24,,,,,20,801,Clouds,few clouds,02d
1629990000,2021-08-26 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.68,10000,22.1,28.75,24.41,29,1010,,,76,3.58,191,4.02,0.3,,,,40,520,Rain,light intensity shower rain,09d
1629993600,2021-08-26 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.17,10000,21.27,25.81,22.98,27.12,1009,,,79,4.92,120,5.81,0.4,,,,40,520,Rain,light intensity shower rain,09d
1629997200,2021-08-26 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.14,10000,19.28,25.54,23.54,27.03,1008,,,70,2.68,144,3.58,,,,,40,802,Clouds,scattered clouds,03d
1630000800,2021-08-26 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.65,10000,18.59,24.97,22.75,25.92,1009,,,69,2.68,166,5.81,,,,,20,801,Clouds,few clouds,02n
1630004400,2021-08-26 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.9,10000,18.32,24.2,22.43,24.83,1009,,,71,2.24,117,2.24,0.25,,,,20,500,Rain,light rain,10n
1630008000,2021-08-26 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.89,10000,18.09,24.16,22.03,24.9,1009,,,70,0.89,186,0.89,,,,,20,801,Clouds,few clouds,02n
1630011600,2021-08-26 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.53,10000,17.52,23.74,20.76,24.9,1009,,,69,0.89,319,1.34,,,,,20,801,Clouds,few clouds,02n
1630015200,2021-08-26 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.2,10000,16.97,23.35,21.22,24.36,1009,,,68,1.79,15,1.79,,,,,20,801,Clouds,few clouds,02n
1630018800,2021-08-26 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.76,10000,16.78,22.89,20.64,24.36,1009,,,69,1.34,3,1.34,,,,,20,801,Clouds,few clouds,02n
1630022400,2021-08-27 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.71,10000,16.96,22.86,20.64,23.81,1009,,,70,1.34,9,1.79,,,,,20,801,Clouds,few clouds,02n
1630026000,2021-08-27 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.63,10000,16.66,22.75,20.67,24.36,1009,,,69,1.79,12,2.24,,,,,20,801,Clouds,few clouds,02n
1630029600,2021-08-27 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.44,10000,16.7,22.57,20.64,23.8,1009,,,70,1.79,4,1.79,,,,,20,801,Clouds,few clouds,02n
1630033200,2021-08-27 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.06,10000,16.78,22.2,19.64,23.8,1008,,,72,1.34,4,1.79,,,,,20,801,Clouds,few clouds,02n
1630036800,2021-08-27 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,21.86,10000,17.02,22.03,19.64,23.8,1009,,,74,1.34,335,1.79,,,,,20,801,Clouds,few clouds,02d
1630040400,2021-08-27 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.65,10000,17.78,22.9,20.32,24.34,1009,,,74,1.79,9,2.24,,,,,0,800,Clear,sky is clear,01d
1630044000,2021-08-27 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.11,10000,19.02,25.48,22.59,26.92,1009,,,69,1.79,185,1.79,,,,,0,800,Clear,sky is clear,01d
1630047600,2021-08-27 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.9,10000,19.26,28.17,24.81,28.59,1009,,,63,0.89,290,2.24,,,,,0,800,Clear,sky is clear,01d
1630051200,2021-08-27 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.56,10000,19.77,30.18,25.21,31.02,1010,,,59,1.34,191,1.79,,,,,0,800,Clear,sky is clear,01d
1630054800,2021-08-27 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.33,10000,20.49,31.44,25.76,32.69,1010,,,59,1.79,103,1.79,,,,,20,801,Clouds,few clouds,02d
1630058400,2021-08-27 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.52,10000,20.46,32.79,27.5,33.8,1009,,,55,1.34,184,2.24,,,,,20,801,Clouds,few clouds,02d
1630062000,2021-08-27 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.44,10000,20.4,33.81,27.98,34.91,1008,,,52,1.79,287,1.79,,,,,20,801,Clouds,few clouds,02d
1630065600,2021-08-27 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.15,10000,22.19,34.91,28.54,33.59,1008,,,59,2.68,157,3.58,,,,,20,801,Clouds,few clouds,02d
1630069200,2021-08-27 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.67,10000,21.21,35.91,29.09,34.7,1008,,,51,3.13,218,3.13,,,,,20,801,Clouds,few clouds,02d
1630072800,2021-08-27 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,33.27,10000,19.73,35.43,29.41,35.81,1007,,,45,2.24,201,2.68,,,,,20,801,Clouds,few clouds,02d
1630076400,2021-08-27 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.91,10000,19.4,34.79,29.41,34.7,1007,,,45,2.68,198,3.13,,,,,20,801,Clouds,few clouds,02d
1630080000,2021-08-27 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.15,10000,21.04,33.95,29.19,32.64,1007,,,55,3.13,183,3.58,,,,,20,801,Clouds,few clouds,02d
1630083600,2021-08-27 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.65,10000,21.86,32.74,26.87,31.06,1007,,,63,1.79,215,2.24,,,,,20,801,Clouds,few clouds,02d
1630087200,2021-08-27 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.39,10000,21.67,30.99,25.37,29.39,1008,,,67,1.79,186,2.68,,,,,20,801,Clouds,few clouds,02n
1630090800,2021-08-27 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.56,10000,21.6,29.84,25.11,28.8,1009,,,70,2.24,35,2.68,,,,,20,801,Clouds,few clouds,02n
1630094400,2021-08-27 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.4,10000,20.73,29.25,25.78,28.25,1009,,,67,1.79,9,2.24,,,,,20,801,Clouds,few clouds,02n
1630098000,2021-08-27 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.8,10000,20.16,28.31,24.11,27.69,1009,,,67,1.79,311,1.79,,,,,20,801,Clouds,few clouds,02n
1630101600,2021-08-27 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.13,10000,20,26.13,22.89,27.69,1009,,,69,0.89,26,1.34,0.13,,,,20,500,Rain,light rain,10n
1630105200,2021-08-27 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.61,10000,20.19,26.11,22.33,27.14,1009,,,72,1.79,15,1.79,,,,,20,801,Clouds,few clouds,02n
1630108800,2021-08-28 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.29,10000,20.1,25.78,21.78,26.59,1009,,,73,2.24,22,2.68,,,,,20,801,Clouds,few clouds,02n
1630112400,2021-08-28 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.85,10000,20.12,25.35,21.87,26.02,1009,,,75,2.24,24,2.68,,,,,20,801,Clouds,few clouds,02n
1630116000,2021-08-28 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.46,10000,19.95,24.95,21.48,25.47,1009,,,76,2.24,353,3.13,,,,,20,801,Clouds,few clouds,02n
1630119600,2021-08-28 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.03,10000,19.54,24.47,21.22,25.47,1009,,,76,2.24,31,2.68,,,,,20,801,Clouds,few clouds,02n
1630123200,2021-08-28 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.36,10000,19.1,23.76,20.37,24.91,1009,,,77,1.79,14,3.13,,,,,20,801,Clouds,few clouds,02d
1630126800,2021-08-28 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.37,,20.49,24.93,22.03,25.47,1009,,,79,2.24,8,2.68,,,,,23,801,Clouds,few clouds,02d
1630130400,2021-08-28 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.11,10000,21.33,26.11,24.2,28.45,1009,,,75,4.02,31,4.02,,,,,0,800,Clear,sky is clear,01d
1630134000,2021-08-28 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.66,10000,21.69,30.02,26.48,29.56,1009,,,70,2.68,23,3.13,0.16,,,,20,500,Rain,light rain,10d
1630137600,2021-08-28 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.34,10000,21.43,33.28,27.64,31.92,1009,,,59,1.34,182,2.24,,,,,20,801,Clouds,few clouds,02d
1630141200,2021-08-28 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.94,10000,20.85,33.55,28.61,33.25,1009,,,55,2.24,184,2.68,,,,,20,801,Clouds,few clouds,02d
1630144800,2021-08-28 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.37,10000,20.64,33.9,28.54,33.45,1009,,,53,2.24,225,4.92,,,,,20,801,Clouds,few clouds,02d
1630148400,2021-08-28 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.89,10000,20.81,34.64,29.09,33.7,1008,,,52,0.45,203,2.68,,,,,20,801,Clouds,few clouds,02d
1630152000,2021-08-28 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.91,10000,21.14,34.93,29.72,33.09,1008,,,53,2.24,225,4.47,,,,,20,801,Clouds,few clouds,02d
1630155600,2021-08-28 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.16,10000,20.42,34.66,29.41,32.73,1007,,,50,2.24,225,6.26,,,,,20,801,Clouds,few clouds,02d
1630159200,2021-08-28 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.21,10000,20.79,35.01,29,34.14,1007,,,51,2.24,203,4.92,0.33,,,,20,500,Rain,light rain,10d
1630162800,2021-08-28 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.74,10000,21.29,34.85,29,32.69,1006,,,54,2.24,203,4.92,,,,,20,801,Clouds,few clouds,02d
1630166400,2021-08-28 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.06,10000,21.25,34.01,28.45,32.48,1006,,,56,0.89,203,3.58,,,,,20,801,Clouds,few clouds,02d
1630170000,2021-08-28 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.38,10000,20.53,31.52,26.89,29.91,1006,,,59,1.79,193,1.79,,,,,20,801,Clouds,few clouds,02d
1630173600,2021-08-28 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.07,10000,20.87,30.15,25.23,29.28,1006,,,65,1.34,261,1.79,,,,,0,800,Clear,sky is clear,01n
1630177200,2021-08-28 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.31,10000,21.36,29.39,24.11,28.24,1006,,,70,0.89,203,2.68,,,,,0,800,Clear,sky is clear,01n
1630180800,2021-08-28 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.52,10000,21.29,26.52,24.09,27.54,1006,,,73,1.34,127,1.79,,,,,0,800,Clear,sky is clear,01n
1630184400,2021-08-28 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.08,10000,20.86,26.08,23.14,27.13,1006,,,73,0.89,182,1.34,,,,,0,800,Clear,sky is clear,01n
1630188000,2021-08-28 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.42,10000,20.88,26,22.43,26.58,1006,,,76,0.89,158,0.89,,,,,0,800,Clear,sky is clear,01n
1630191600,2021-08-28 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.79,10000,20.48,25.34,21.89,25.87,1006,,,77,1.34,19,1.34,,,,,0,800,Clear,sky is clear,01n
1630195200,2021-08-29 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.48,10000,20.6,25.05,21.32,25.47,1006,,,79,0.89,145,1.34,,,,,0,800,Clear,sky is clear,01n
1630198800,2021-08-29 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.47,10000,21,25.09,21.32,25.47,1006,,,81,1.34,23,1.34,,,,,0,800,Clear,sky is clear,01n
1630202400,2021-08-29 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.17,10000,20.3,24.71,20.67,25.32,1006,,,79,1.79,11,2.24,,,,,0,800,Clear,sky is clear,01n
1630206000,2021-08-29 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.69,10000,19.63,24.15,20.67,24.91,1006,,,78,2.24,5,2.68,,,,,0,800,Clear,sky is clear,01n
1630209600,2021-08-29 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.43,10000,19.38,23.87,20.11,24.75,1006,,,78,0.45,90,0.45,,,,,0,800,Clear,sky is clear,01d
1630213200,2021-08-29 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.21,10000,19.71,24.67,22.54,25.48,1006,,,76,0.89,180,2.24,,,,,20,801,Clouds,few clouds,02d
1630216800,2021-08-29 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.69,10000,20.71,26.25,23.7,28.25,1006,,,74,1.34,289,2.68,,,,,0,800,Clear,sky is clear,01d
1630220400,2021-08-29 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.36,10000,21.17,29.38,25.37,29.34,1006,,,69,1.34,281,1.79,,,,,20,801,Clouds,few clouds,02d
1630224000,2021-08-29 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.57,10000,21.35,31.03,26.39,31.02,1006,,,65,1.79,116,2.24,,,,,20,801,Clouds,few clouds,02d
1630227600,2021-08-29 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.88,10000,20.72,32.23,27.43,32.69,1006,,,58,0.89,203,3.13,,,,,20,801,Clouds,few clouds,02d
1630231200,2021-08-29 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.81,10000,19.51,32.5,27.98,32.89,1005,,,51,1.34,203,3.13,,,,,20,801,Clouds,few clouds,02d
1630234800,2021-08-29 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.47,10000,19.14,32.99,29.09,33.72,1005,,,48,0.89,225,4.02,,,,,20,801,Clouds,few clouds,02d
1630238400,2021-08-29 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.62,10000,20.56,34.14,29.36,34.36,1004,,,52,1.79,203,4.92,,,,,20,801,Clouds,few clouds,02d
1630242000,2021-08-29 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.79,10000,20.08,33.98,29.11,33.23,1004,,,50,2.24,225,5.81,,,,,20,801,Clouds,few clouds,02d
1630245600,2021-08-29 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.3,10000,18.85,33.74,29.65,33.8,1004,,,45,3.13,203,6.26,,,,,20,801,Clouds,few clouds,02d
1630249200,2021-08-29 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.21,10000,19.12,33.81,29.09,33.28,1003,,,46,1.79,203,7.15,,,,,20,801,Clouds,few clouds,02d
1630252800,2021-08-29 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.4,10000,21.76,33.61,27.75,31.62,1004,,,60,3.13,203,7.6,,,,,20,801,Clouds,few clouds,02d
1630256400,2021-08-29 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.04,10000,21.58,30.48,26.42,29.36,1004,,,68,2.24,203,4.92,,,,,40,802,Clouds,scattered clouds,03d
1630260000,2021-08-29 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.28,10000,21.33,29.34,25.23,28.25,1005,,,70,1.34,203,3.58,,,,,40,802,Clouds,scattered clouds,03n
1630263600,2021-08-29 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.1,10000,21.62,29.2,25.76,27.69,1006,,,72,2.24,136,2.68,,,,,40,802,Clouds,scattered clouds,03n
1630267200,2021-08-29 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.69,10000,21.22,28.48,24.65,27.43,1006,,,72,1.34,151,1.34,1.85,,,,20,501,Rain,moderate rain,10n
1630270800,2021-08-29 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.91,10000,20.7,26.46,23.54,26.62,1006,,,73,2.24,356,2.68,0.11,,,,20,500,Rain,light rain,10n
1630274400,2021-08-29 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.83,10000,18,26.09,23.7,26.59,1007,,,62,1.34,23,4.92,,,,,20,801,Clouds,few clouds,02n
1630278000,2021-08-29 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.41,10000,14.55,25.34,22.33,26.64,1007,,,51,1.34,0,4.02,,,,,20,801,Clouds,few clouds,02n
1630281600,2021-08-30 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.33,10000,13.86,25.2,22.43,26.64,1007,,,49,1.79,45,5.81,,,,,20,801,Clouds,few clouds,02n
1630285200,2021-08-30 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.2,10000,13.43,24.01,21.32,25.64,1008,,,51,2.24,17,3.13,,,,,20,801,Clouds,few clouds,02n
1630288800,2021-08-30 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.76,,14.08,22.61,20.76,24.14,1008,,,58,0.89,295,2.68,,,,,3,800,Clear,sky is clear,01n
1630292400,2021-08-30 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.72,10000,13.22,22.48,20.21,24.64,1009,,,55,1.79,0,4.92,,,,,20,801,Clouds,few clouds,02n
1630296000,2021-08-30 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.04,10000,13.4,21.81,19.65,23.64,1008,,,58,2.24,338,6.26,,,,,20,801,Clouds,few clouds,02d
1630299600,2021-08-30 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,22.57,10000,13.63,22.37,20.21,24.36,1009,,,57,3.58,0,6.71,,,,,20,801,Clouds,few clouds,02d
1630303200,2021-08-30 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.93,10000,14.06,23.79,21.87,26.02,1010,,,54,3.58,0,6.71,,,,,20,801,Clouds,few clouds,02d
1630306800,2021-08-30 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.13,10000,13.67,24.98,22.43,27.69,1010,,,49,3.58,338,6.71,,,,,0,800,Clear,sky is clear,01d
1630310400,2021-08-30 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.05,10000,14.11,27.17,24.09,29.36,1010,,,45,2.24,338,4.47,,,,,0,800,Clear,sky is clear,01d
1630314000,2021-08-30 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.05,10000,13.95,27.85,25.21,30.11,1010,,,42,1.79,338,3.58,,,,,0,800,Clear,sky is clear,01d
1630317600,2021-08-30 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.14,10000,10.77,28.12,26.87,30.81,1010,,,32,1.34,248,5.36,,,,,20,801,Clouds,few clouds,02d
1630321200,2021-08-30 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.62,10000,10.05,29.19,29.16,31.92,1010,,,28,1.79,338,4.47,,,,,20,801,Clouds,few clouds,02d
1630324800,2021-08-30 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.42,10000,8.44,29.67,29.64,33.17,1010,,,24,1.34,248,4.47,,,,,20,801,Clouds,few clouds,02d
1630328400,2021-08-30 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.71,10000,9.87,30.11,29.67,33.72,1009,,,26,0.89,225,4.02,,,,,20,801,Clouds,few clouds,02d
1630332000,2021-08-30 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.35,10000,9.21,30.59,30.76,34.36,1009,,,24,0.89,203,2.24,,,,,20,801,Clouds,few clouds,02d
1630335600,2021-08-30 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.97,10000,10.65,30.47,29.65,34.36,1009,,,27,0.89,225,2.68,,,,,0,800,Clear,sky is clear,01d
1630339200,2021-08-30 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.42,10000,10.18,29.9,28.86,33.25,1009,,,27,0.89,225,2.68,,,,,0,800,Clear,sky is clear,01d
1630342800,2021-08-30 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.03,10000,14.45,28.73,25.92,30.39,1010,,,41,0.45,270,1.79,,,,,0,800,Clear,sky is clear,01d
1630346400,2021-08-30 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.2,10000,15.24,27.48,23.56,28.72,1010,,,48,0.45,203,0.89,,,,,0,800,Clear,sky is clear,01n
1630350000,2021-08-30 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26,10000,15.39,26,21.87,27.12,1011,,,52,0.45,0,1.34,,,,,0,800,Clear,sky is clear,01n
1630353600,2021-08-30 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.11,10000,14.27,25.01,21.32,26.57,1011,,,51,0.45,0,1.34,,,,,0,800,Clear,sky is clear,01n
1630357200,2021-08-30 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,24.61,10000,11.9,24.3,21.64,26.32,1012,,,45,0.89,0,1.79,,,,,0,800,Clear,sky is clear,01n
1630360800,2021-08-30 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,23.75,10000,10.78,23.33,20.64,25.47,1012,,,44,1.79,10,2.68,,,,,0,800,Clear,sky is clear,01n
