dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1627776000,2021-08-01 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.03,,18.44,29.06,26.22,29.41,1009,,,56,0.45,188,0.89,,,,,10,800,Clear,sky is clear,01n
1627779600,2021-08-01 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.96,,18.27,27.96,24.25,28.3,1009,,,59,1.79,13,2.24,,,,,3,800,Clear,sky is clear,01n
1627783200,2021-08-01 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.72,,18.84,27.86,24.67,28.23,1009,,,62,1.79,29,1.79,,,,,0,800,Clear,sky is clear,01n
1627786800,2021-08-01 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.13,,18.28,26.13,23.56,27.75,1010,,,62,2.24,7,2.24,,,,,1,800,Clear,sky is clear,01n
1627790400,2021-08-01 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,25.92,10000,17.83,26.16,22.64,28.25,1010,,,61,1.34,185,1.79,,,,,0,800,Clear,sky is clear,01d
1627794000,2021-08-01 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.02,10000,18.99,29.26,25.64,31.08,1011,,,58,0.45,90,1.34,,,,,0,800,Clear,sky is clear,01d
1627797600,2021-08-01 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.83,10000,20.11,31.78,27.64,33.8,1012,,,56,0.45,248,1.34,,,,,0,800,Clear,sky is clear,01d
1627801200,2021-08-01 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.02,10000,20.93,34.89,28.64,35.46,1012,,,52,0.45,158,0.89,,,,,0,800,Clear,sky is clear,01d
1627804800,2021-08-01 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,33.86,10000,19.15,35.71,30.64,37.14,1012,,,42,3.13,164,3.58,,,,,0,800,Clear,sky is clear,01d
1627808400,2021-08-01 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,35.8,,19.69,38.41,33.3,38.25,1011,,,39,1.34,234,2.68,,,,,0,800,Clear,sky is clear,01d
1627812000,2021-08-01 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.08,10000,19.52,38.62,31.64,40.53,1011,,,38,2.68,256,2.68,,,,,0,800,Clear,sky is clear,01d
1627815600,2021-08-01 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,35.94,10000,20.62,39.38,32.43,39.91,1011,,,41,2.24,165,2.68,,,,,0,800,Clear,sky is clear,01d
1627819200,2021-08-01 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.37,10000,19.77,39.18,32.43,40.11,1010,,,38,2.68,212,3.58,,,,,20,801,Clouds,few clouds,02d
1627822800,2021-08-01 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.99,10000,19.89,40.04,32.19,41.58,1010,,,37,4.02,200,4.92,,,,,20,801,Clouds,few clouds,02d
1627826400,2021-08-01 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,37.26,10000,21.39,41.77,33.54,39.7,1009,,,40,3.58,191,3.58,,,,,20,801,Clouds,few clouds,02d
1627830000,2021-08-01 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,35.96,10000,22.16,40.92,32.98,39.14,1009,,,45,1.34,225,3.13,,,,,0,800,Clear,sky is clear,01d
1627833600,2021-08-01 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,34.8,10000,20.74,38.08,33.54,37.48,1009,,,44,1.34,225,3.58,,,,,0,800,Clear,sky is clear,01d
1627837200,2021-08-01 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,33.64,10000,19.33,35.58,32.43,34.89,1009,,,43,4.02,233,4.92,,,,,0,800,Clear,sky is clear,01d
1627840800,2021-08-01 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.75,10000,20.05,33.91,28.14,33.78,1010,,,50,3.13,196,4.02,,,,,0,800,Clear,sky is clear,01n
1627844400,2021-08-01 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.47,10000,20.11,32.5,27.59,32.12,1010,,,54,3.13,190,3.58,,,,,0,800,Clear,sky is clear,01n
1627848000,2021-08-01 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.02,10000,19.7,31.74,27.03,31.64,1010,,,54,2.24,88,2.24,,,,,0,800,Clear,sky is clear,01n
1627851600,2021-08-01 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.61,10000,19.32,31.09,27.33,30.53,1010,,,54,0.89,233,1.34,,,,,0,800,Clear,sky is clear,01n
1627855200,2021-08-01 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.03,10000,18.48,30.08,26.64,29.97,1010,,,53,1.79,346,2.24,,,,,0,800,Clear,sky is clear,01n
1627858800,2021-08-01 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.52,10000,19.18,29.86,25.23,30.47,1010,,,57,1.34,303,1.34,,,,,0,800,Clear,sky is clear,01n
1627862400,2021-08-02 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.95,10000,19.2,29.27,25.23,29.91,1010,,,59,0.89,348,1.34,,,,,0,800,Clear,sky is clear,01n
1627866000,2021-08-02 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.36,10000,19.18,28.64,24.25,29.36,1010,,,61,0.89,8,0.89,,,,,0,800,Clear,sky is clear,01n
1627869600,2021-08-02 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.94,10000,18.78,28.08,23.64,28.8,1010,,,61,0.45,356,0.89,,,,,0,800,Clear,sky is clear,01n
1627873200,2021-08-02 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.67,,18.53,27.74,23.56,27.84,1010,,,61,0.89,356,0.89,,,,,0,800,Clear,sky is clear,01n
1627876800,2021-08-02 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,26.16,10000,19.31,26.16,23.56,27.84,1011,,,66,1.34,29,1.79,,,,,0,800,Clear,sky is clear,01d
1627880400,2021-08-02 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.61,10000,20.44,29.39,25.21,29.97,1011,,,65,0.89,152,1.34,,,,,0,800,Clear,sky is clear,01d
1627884000,2021-08-02 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.37,10000,21.33,32.02,26.32,31.57,1011,,,62,0.89,270,0.89,,,,,0,800,Clear,sky is clear,01d
1627887600,2021-08-02 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.01,10000,22.42,36.22,28.64,34.91,1011,,,57,0.89,291,1.34,,,,,0,800,Clear,sky is clear,01d
1627891200,2021-08-02 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,34.71,10000,21.03,38.23,30.64,38.39,1011,,,45,1.34,225,1.79,,,,,0,800,Clear,sky is clear,01d
1627894800,2021-08-02 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.03,,20.3,39.2,33.86,40.67,1011,,,40,3.13,245,3.13,,,,,0,800,Clear,sky is clear,01d
1627898400,2021-08-02 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,37.86,,20.21,41.4,35.21,41.58,1010,,,36,3.58,196,3.58,,,,,6,800,Clear,sky is clear,01d
1627902000,2021-08-02 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,38.19,10000,22.22,43.86,31.87,42.19,1009,,,40,1.34,241,3.13,,,,,0,800,Clear,sky is clear,01d
1627905600,2021-08-02 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,39.3,10000,21.01,43.99,32.43,43.3,1009,,,35,2.24,223,3.58,,,,,0,800,Clear,sky is clear,01d
1627909200,2021-08-02 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,39.12,10000,21.31,44.07,32.43,43.86,1009,,,36,1.79,189,2.24,,,,,0,800,Clear,sky is clear,01d
1627912800,2021-08-02 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,39.27,10000,21.44,44.4,35.21,43.3,1008,,,36,0.45,213,3.13,,,,,0,800,Clear,sky is clear,01d
1627916400,2021-08-02 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,38.05,10000,23.28,44.97,36.32,42.69,1009,,,43,0.89,231,3.58,,,,,0,800,Clear,sky is clear,01d
1627920000,2021-08-02 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.47,10000,26.86,43.47,32.75,41.58,1010,,,58,0.45,293,0.89,,,,,0,800,Clear,sky is clear,01d
1627923600,2021-08-02 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,34.27,10000,27,41.27,31.64,38.25,1010,,,66,2.57,260,,,,,,0,800,Clear,sky is clear,01d
1627927200,2021-08-02 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.57,10000,23.51,38.11,30.64,34.91,1010,,,59,0.89,243,0.89,,,,,0,800,Clear,sky is clear,01n
1627930800,2021-08-02 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.17,,22.57,36.57,29.97,34.19,1010,,,57,0.45,199,0.45,,,,,8,800,Clear,sky is clear,01n
1627934400,2021-08-02 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.21,,21.39,34.3,29.25,33.25,1010,,,56,1.34,88,1.79,,,,,0,800,Clear,sky is clear,01n
1627938000,2021-08-02 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.55,,19.89,32.45,27.59,31.87,1010,,,53,1.34,204,1.34,,,,,0,800,Clear,sky is clear,01n
1627941600,2021-08-02 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.33,,18.1,31.22,27.59,34.56,1011,,,48,1.34,36,1.79,,,,,0,800,Clear,sky is clear,01n
1627945200,2021-08-02 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.82,,17.96,30.64,27.59,32.69,1011,,,49,1.34,6,1.79,,,,,0,800,Clear,sky is clear,01n
1627948800,2021-08-03 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.94,,16.5,29.24,27.43,31.78,1011,,,47,1.34,25,1.79,,,,,0,800,Clear,sky is clear,01n
1627952400,2021-08-03 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.82,,15,28.7,26.32,32.14,1011,,,43,0.89,9,0.89,,,,,0,800,Clear,sky is clear,01n
1627956000,2021-08-03 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.42,,12.74,27.9,25.87,31.02,1011,,,38,2.24,30,2.68,,,,,0,800,Clear,sky is clear,01n
1627959600,2021-08-03 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.78,,13.7,27.61,24.76,30.23,1011,,,42,2.68,28,2.68,,,,,0,800,Clear,sky is clear,01n
1627963200,2021-08-03 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.72,,13.28,27.49,24.2,31.01,1011,,,41,0.45,189,1.79,,,,,0,800,Clear,sky is clear,01d
1627966800,2021-08-03 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.41,,15.3,30.17,28.54,32.19,1012,,,40,1.62,357,,,,,,0,800,Clear,sky is clear,01d
1627970400,2021-08-03 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.35,,16.22,32.42,29.91,35.67,1012,,,38,1.34,334,1.79,,,,,0,800,Clear,sky is clear,01d
1627974000,2021-08-03 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,33.48,10000,16.8,33.89,30.64,37.48,1012,,,37,3.13,298,3.58,,,,,0,800,Clear,sky is clear,01d
1627977600,2021-08-03 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.31,10000,13.75,35.68,32.98,38.95,1013,,,26,3.13,338,6.26,,,,,0,800,Clear,sky is clear,01d
1627981200,2021-08-03 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,37.87,10000,12.49,36.94,35.64,39.91,1013,,,22,1.79,0,5.36,,,,,0,800,Clear,sky is clear,01d
1627984800,2021-08-03 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,39.24,,11.39,38.05,36.94,41.02,1012,,,19,1.34,225,4.02,,,,,0,800,Clear,sky is clear,01d
1627988400,2021-08-03 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,39.81,10000,12.63,39.11,37.5,42.69,1012,,,20,1.79,225,4.02,,,,,0,800,Clear,sky is clear,01d
1627992000,2021-08-03 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,40.45,10000,12.37,39.7,38.39,43.25,1012,,,19,3.58,295,4.02,,,,,0,800,Clear,sky is clear,01d
1627995600,2021-08-03 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,40.87,10000,13.49,40.63,38.56,42.69,1011,,,20,0.89,158,2.24,,,,,0,800,Clear,sky is clear,01d
1627999200,2021-08-03 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,40.8,10000,15.59,41.64,37.43,42.69,1011,,,23,0.89,225,2.24,,,,,0,800,Clear,sky is clear,01d
1628002800,2021-08-03 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,40.71,10000,14.83,41.11,38.95,42.69,1010,,,22,2.68,162,2.68,,,,,0,800,Clear,sky is clear,01d
1628006400,2021-08-03 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,39.34,10000,15.05,39.66,37.84,41.08,1010,,,24,0.45,180,0.89,,,,,0,800,Clear,sky is clear,01d
1628010000,2021-08-03 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,37.25,10000,16.77,38.17,35.61,39.28,1011,,,30,0.45,180,0.89,,,,,20,801,Clouds,few clouds,02d
1628013600,2021-08-03 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,35.25,10000,15.57,35.26,32.75,37.06,1011,,,31,0.89,143,1.34,,,,,0,800,Clear,sky is clear,01n
1628017200,2021-08-03 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,33.81,10000,14.82,33.38,30.21,35.53,1012,,,32,2.68,154,3.13,,,,,0,800,Clear,sky is clear,01n
1628020800,2021-08-03 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.94,10000,14.54,32.38,30.53,34.36,1012,,,33,2.24,143,3.13,,,,,0,800,Clear,sky is clear,01n
1628024400,2021-08-03 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.71,10000,14.81,31.25,28.64,33.3,1012,,,36,1.34,225,1.79,,,,,0,800,Clear,sky is clear,01n
1628028000,2021-08-03 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.08,,13.83,30.35,28.56,33.25,1012,,,35,1.79,352,2.24,,,,,0,800,Clear,sky is clear,01n
1628031600,2021-08-03 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.53,,13.78,29.84,28.54,32.69,1012,,,36,1.79,31,1.79,,,,,16,801,Clouds,few clouds,02n
1628035200,2021-08-04 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.79,,12.25,28.87,26.78,31.58,1012,,,34,1.34,343,1.34,,,,,2,800,Clear,sky is clear,01n
1628038800,2021-08-04 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.04,,12.04,28.24,26.22,31.58,1012,,,35,0.89,8,1.79,,,,,0,800,Clear,sky is clear,01n
1628042400,2021-08-04 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.62,,11.23,27.8,25.87,30.53,1012,,,34,1.79,28,2.24,,,,,0,800,Clear,sky is clear,01n
1628046000,2021-08-04 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.8,10000,10.52,27.15,23.64,30.25,1012,,,34,2.68,35,2.68,,,,,0,800,Clear,sky is clear,01n
1628049600,2021-08-04 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.94,,11.07,27.31,24.56,30.25,1012,,,35,1.34,2,1.34,,,,,0,800,Clear,sky is clear,01d
1628053200,2021-08-04 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.68,10000,13.86,29.12,25.64,32.69,1013,,,38,2.24,27,2.24,,,,,0,800,Clear,sky is clear,01d
1628056800,2021-08-04 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.3,,15.76,32.18,29.67,34.91,1014,,,37,3.13,207,3.13,,,,,0,800,Clear,sky is clear,01d
1628060400,2021-08-04 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,33.5,10000,18.05,34.59,29.64,37.14,1014,,,40,1.34,173,1.79,,,,,0,800,Clear,sky is clear,01d
1628064000,2021-08-04 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,34.89,10000,18.04,36.17,30.64,38.8,1014,,,37,2.24,237,2.24,,,,,0,800,Clear,sky is clear,01d
1628067600,2021-08-04 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,35.88,10000,19.76,38.57,32.45,38.39,1014,,,39,2.68,213,3.13,,,,,0,800,Clear,sky is clear,01d
1628071200,2021-08-04 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,35.96,10000,20.24,39.06,32.98,39.97,1013,,,40,3.13,211,3.13,,,,,0,800,Clear,sky is clear,01d
1628074800,2021-08-04 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.57,10000,20.37,39.93,34.09,39.14,1013,,,39,2.68,222,3.58,,,,,0,800,Clear,sky is clear,01d
1628078400,2021-08-04 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,37.53,10000,18.52,39.64,34.09,40.25,1012,,,33,2.68,200,3.13,,,,,0,800,Clear,sky is clear,01d
1628082000,2021-08-04 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,37.92,10000,18.86,40.36,34.09,41.01,1012,,,33,2.68,169,4.02,,,,,0,800,Clear,sky is clear,01d
1628085600,2021-08-04 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,38.2,10000,17.58,39.8,34.09,41.01,1011,,,30,2.68,221,3.58,,,,,0,800,Clear,sky is clear,01d
1628089200,2021-08-04 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,37.21,10000,19.64,40.1,34.65,41.01,1011,,,36,2.24,315,2.68,,,,,0,800,Clear,sky is clear,01d
1628092800,2021-08-04 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.09,10000,19.1,38.31,34.92,38.59,1011,,,37,1.79,216,1.79,,,,,0,800,Clear,sky is clear,01d
1628096400,2021-08-04 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,34.26,10000,19.51,36.43,31.08,36.48,1011,,,42,2.24,198,2.68,,,,,0,800,Clear,sky is clear,01d
1628100000,2021-08-04 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.74,10000,19.6,34.73,29.67,34.35,1011,,,46,1.79,182,2.68,,,,,0,800,Clear,sky is clear,01n
1628103600,2021-08-04 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.83,10000,18.07,32.77,28.56,33.23,1012,,,44,2.68,128,3.13,,,,,0,800,Clear,sky is clear,01n
1628107200,2021-08-04 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.34,10000,15.73,31.21,27.45,32.69,1012,,,39,0.89,124,0.89,,,,,0,800,Clear,sky is clear,01n
1628110800,2021-08-04 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.17,10000,14.34,30.58,26.89,32.69,1012,,,36,0.89,1,1.34,,,,,0,800,Clear,sky is clear,01n
1628114400,2021-08-04 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.39,10000,13.22,29.58,26.34,32.13,1012,,,35,1.34,22,1.79,,,,,0,800,Clear,sky is clear,01n
1628118000,2021-08-04 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.64,10000,13.41,28.98,25.23,32.13,1012,,,37,1.34,349,1.79,,,,,0,800,Clear,sky is clear,01n
1628121600,2021-08-05 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.47,10000,15.04,28.42,24.81,30.47,1012,,,44,0.89,288,0.89,,,,,0,800,Clear,sky is clear,01n
1628125200,2021-08-05 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.01,10000,15.65,28.2,24.11,29.5,1011,,,47,1.34,348,1.79,,,,,0,800,Clear,sky is clear,01n
1628128800,2021-08-05 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.59,10000,14.6,27.64,24.11,29.36,1011,,,45,2.24,33,2.24,,,,,0,800,Clear,sky is clear,01n
1628132400,2021-08-05 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.25,10000,14.96,27.46,23.64,29.35,1011,,,47,0.89,352,1.34,,,,,0,800,Clear,sky is clear,01n
1628136000,2021-08-05 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,27.07,,15.76,27.48,24.11,28.8,1012,,,50,0.89,148,1.34,,,,,0,800,Clear,sky is clear,01d
1628139600,2021-08-05 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.19,10000,17.1,28.76,24.64,30.53,1011,,,51,0.89,243,0.89,,,,,0,800,Clear,sky is clear,01d
1628143200,2021-08-05 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.96,10000,18.09,30.84,27.43,32.12,1012,,,49,0.89,201,0.89,,,,,0,800,Clear,sky is clear,01d
1628146800,2021-08-05 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.92,10000,20.84,34.7,28.64,36.78,1011,,,52,0.89,327,1.34,,,,,0,800,Clear,sky is clear,01d
1628150400,2021-08-05 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,34.84,,20.03,37.52,31.34,37.75,1011,,,42,1.34,305,1.79,,,,,0,800,Clear,sky is clear,01d
1628154000,2021-08-05 09:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,35.92,10000,20.2,38.98,30.21,39.91,1010,,,40,1.79,137,2.24,,,,,0,800,Clear,sky is clear,01d
1628157600,2021-08-05 10:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.64,10000,22.02,41.65,31.32,41.58,1010,,,43,2.68,206,3.58,,,,,0,800,Clear,sky is clear,01d
1628161200,2021-08-05 11:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,37.43,10000,22.34,43.02,31.32,41.58,1008,,,42,0.89,246,4.02,,,,,0,800,Clear,sky is clear,01d
1628164800,2021-08-05 12:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,38.15,10000,22.18,43.77,32.43,41.37,1008,,,40,1.79,247,4.02,,,,,0,800,Clear,sky is clear,01d
1628168400,2021-08-05 13:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,39.53,10000,18.72,42.23,33.3,42.19,1007,,,30,3.58,241,4.02,,,,,0,800,Clear,sky is clear,01d
1628172000,2021-08-05 14:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,38.88,10000,18.17,41.02,32.75,41.37,1006,,,30,0.89,231,3.58,,,,,0,800,Clear,sky is clear,01d
1628175600,2021-08-05 15:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.34,10000,22.5,41.79,32.19,40.37,1006,,,45,2.68,247,3.13,,,,,0,800,Clear,sky is clear,01d
1628179200,2021-08-05 16:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,36.24,10000,18.79,38.27,33.3,38.8,1005,,,36,2.68,277,3.13,,,,,0,800,Clear,sky is clear,01d
1628182800,2021-08-05 17:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,35.39,10000,16.67,35.95,30.21,37.17,1005,,,33,1.34,248,1.79,,,,,0,800,Clear,sky is clear,01d
1628186400,2021-08-05 18:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,33.62,10000,16.92,34.1,28.56,36.58,1004,,,37,0.45,274,1.34,,,,,0,800,Clear,sky is clear,01n
1628190000,2021-08-05 19:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.04,10000,17.14,32.52,27.45,33.64,1003,,,41,0.45,1,0.89,,,,,0,800,Clear,sky is clear,01n
1628193600,2021-08-05 20:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.81,10000,16.94,32.18,26.89,33.64,1003,,,41,0.89,344,1.34,,,,,0,800,Clear,sky is clear,01n
1628197200,2021-08-05 21:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.16,10000,16.73,31.43,26.48,33.64,1002,,,42,0.45,13,0.89,,,,,0,800,Clear,sky is clear,01n
1628200800,2021-08-05 22:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,31.42,10000,15.8,31.31,26.89,33.24,1003,,,39,0.45,349,0.89,,,,,0,800,Clear,sky is clear,01n
1628204400,2021-08-05 23:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.85,10000,16.83,31.16,26.89,32.69,1003,,,43,1.34,318,1.79,,,,,0,800,Clear,sky is clear,01n
1628208000,2021-08-06 00:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.53,10000,19.54,31.12,26.87,32.33,1003,,,55,0.45,46,0.89,,,,,0,800,Clear,sky is clear,01n
1628211600,2021-08-06 01:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.26,10000,19.29,30.7,25.76,31.78,1002,,,55,1.34,19,1.34,,,,,0,800,Clear,sky is clear,01n
1628215200,2021-08-06 02:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.77,10000,19.41,30.23,26.34,29.89,1002,,,57,1.34,21,1.34,,,,,0,800,Clear,sky is clear,01n
1628218800,2021-08-06 03:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.44,,17.94,29.28,26.34,29.36,1002,,,53,0.89,301,1.34,,,,,51,803,Clouds,broken clouds,04n
1628222400,2021-08-06 04:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.3,10000,17.81,29.1,25.32,29.92,1002,,,53,0.89,247,2.68,,,,,0,800,Clear,sky is clear,01d
1628226000,2021-08-06 05:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,28.6,10000,17.79,29.38,26.89,29.89,1003,,,52,0.89,284,1.34,,,,,20,801,Clouds,few clouds,02d
1628229600,2021-08-06 06:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,29.81,10000,19.2,31.24,28.09,31.92,1003,,,53,0.89,268,0.89,,,,,20,801,Clouds,few clouds,02d
1628233200,2021-08-06 07:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,30.9,10000,19.27,32.45,29.64,32.69,1003,,,50,4.02,292,4.92,,,,,20,801,Clouds,few clouds,02d
1628236800,2021-08-06 08:00:00 +0000 UTC,10800,Thessaloniki,40.640063,22.944419,32.04,10000,16.75,32.33,30.83,33.8,1003,,,40,3.58,313,4.47,,,,,20,801,Clouds,few clouds,02d
